record_number,pmid,doi,title,authors,journal,year,abstract,reviewer_1_decision,reviewer_1_reasoning,reviewer_2_decision,reviewer_2_reasoning,final_decision,arbiter_needed,arbiter_notes
116,28234436,10.4088/jcp.15m10286,"Switching to Clozapine Using Immediate Versus Gradual Antipsychotic Discontinuation: A Pilot, Double-Blind, Randomized Controlled Trial.",Takeuchi H.; Lee J.; Fervaha G.; Foussias G.; Agid O.; Remington G.,Journal of Clinical Psychiatry,2017,"Objective: To examine effects of different antipsychotic discontinuation strategies on clinical outcomes in patients with schizophrenia undergoing a switch to clozapine. Methods: This pilot, 8-week, double-blind, randomized controlled trial was conducted from May 1999 to July 2004. Outpatients with a diagnosis of schizophrenia or schizoaffective disorder based on the Structured Clinical Interview for DSM-IV and eligible for a switch to clozapine were included. Participants were randomly assigned",MAP,"psychotic; Canadian RCT (CAMH, Toronto); pharmacological intervention (clozapine switch strategies) in schizophrenia/schizoaffective; 2017 publication; 33 participants randomized; meets all inclusion criteria",OUT_OF_SCOPE,not_canadian; No Canadian site/PI,INCLUDE,Resolved,QA-audited: confirmed MAP by independent QA audit (see qa_audit_corrections.md); Full-text screening: Pilot RCT clozapine switching strategies in schizophrenia; Canadian (Takeuchi/Remington CAMH); QA confirmed MAP; primary results 2017
117,33630646,10.1037/pha0000418,The Acute Dose and Baseline Amplitude-Dependent Effects of CDP-Choline on Deviance Detection (MMN) in Chronic Schizophrenia: A Pilot Study,Aidelbaum R.; Labelle A.; Choueiry J.; Knott V.,Experimental and Clinical Psychopharmacology,2021,"The detection of deviant auditory features is empirically supported as impaired in schizophrenia and has been shown to associate with functional outcome. Modulated by glutamate neurotransmission, this sensory process has also been shown to relate to the α7 nicotinic acetylcholine receptor (nAChR) system, a prioritized molecular target for the development of novel cognition targeted pharmacological treatments. This pilot study assessed the acute effects of CDP-Choline, a choline supplement with α",MAP,psychotic; Canadian RCT (Ottawa); randomized placebo-controlled double-blind pilot of CDP-Choline (500/1000/2000mg) in chronic schizophrenia; pharmacological intervention targeting mental disorder; 2021.,OUT_OF_SCOPE,non_pharma; Non-pharmacological intervention,INCLUDE,Resolved,QA-audited: confirmed MAP by independent QA audit (see qa_audit_corrections.md); Full-text screening: RCT CDP-choline dose effects on MMN in schizophrenia; Canadian (Knott/Labelle Ottawa); distinct from Record #47 (different outcome); QA confirmed MAP; primary results 2021
118,40528492,10.1192/bjp.2025.102,The Music for Subanesthetic Infusions of Ketamine randomised clinical trial: ketamine as a psychedelic treatment for highly refractory depression.,Greenway Kyle T; Garel Nicolas; Dinh-Williams Lê-Anh L; Thibault Lévesque Julien; Kaelen Mendel; Dagenais-Beaulé Vincent; de la Salle Sara; Erritzoe David; Looper Karl; Turecki Gustavo; Rej Soham; Richard-Devantoy Séphane,The British journal of psychiatry : the journal of mental science,2025,"BACKGROUND: Ketamine exerts potent but transient antidepressant effects in treatment-resistant depression (TRD). Combinations of ketamine and psychotherapy have attracted interest, but no trial has investigated a psychedelic model of ketamine-psychotherapy for TRD to our knowledge. AIMS: This secondary analysis of a randomised clinical trial (RCT) explores the therapeutic effects and experiential mechanisms of the Montreal Model of ketamine-psychotherapy for TRD, with or without music. METHOD: A",UNCERTAIN,depression; two-centre trial in Montreal Canada; ketamine (pharmacological) with psychotherapy for TRD; secondary analysis of RCT; need full text to confirm if primary results or secondary analysis,MAP,meets_criteria; Canadian RCT; ketamine as psychedelic treatment for refractory depression; primary results,INCLUDE,Resolved,Full-text screening: MUSIC RCT ketamine for TRD; Canadian (Montreal two-centre); primary results 2025
119,40116713,10.1177/07067437251328270,"The Safety and Efficacy of Microbial Ecosystem Therapeutic-2 in People With Major Depression - A Phase 2, Double-Blind, Placebo-Controlled Study: Clinical Results: Innocuité et efficacité du traitement de l'écosystème microbien (met-2) dans la dépression majeure - une étude de phase 2 à double insu contrölée par placebo : résultats cliniques.",Chinna Meyyappan Arthi; Sgarbossa Cassandra; Bromley Hayley; Forth Evan; Müller Daniel J; Vazquez Gusatvo; Cabrera Casimiro; Milev Roumen,Canadian journal of psychiatry. Revue canadienne de psychiatrie,2025,"OBJECTIVES: This study examines the safety and efficacy of a fecal transplant alternative, Microbial Ecosystem Therapeutic-2 (MET-2), in improving symptoms of depression. The primary objective of this study is to assess changes in depressive symptoms before, during, and after administration of MET-2 in comparison to placebo. Mood-related symptoms such as anxiety and anhedonia, gastrointestinal symptoms, and safety of the therapeutic were also assessed using both self-report and clinician-rated m",UNCERTAIN,UNCERTAIN_PHARMA; Phase 2 double-blind placebo-controlled RCT of MET-2 (microbial therapeutic capsules) for MDD; Canadian (Kingston ON); MH diagnosed; borderline whether microbiome therapeutic counts as pharmacological,UNCERTAIN,potential_MAP; Phase 2 double-blind placebo-controlled trial; Canadian (Kingston/Toronto); MDD diagnosed; MET-2 is oral microbial therapeutic - borderline pharma vs probiotic,INCLUDE,Resolved,Full-text screening: Confirmed: Phase 2 RCT MET-2 (microbial therapeutic) for MDD; Canadian sites Kingston/Toronto; primary results 2025
120,41785480,10.1177/07067437261420877,"The Safety, Efficacy, and Feasibility of Fecal Microbiota Transplantation in a Population With Bipolar Disorder During Depressive Episodes: A Pilot Parallel Arm Randomized Controlled Trial: Sécurité, efficacité et faisabilité de la transplantation de microbiote fécal chez une population atteinte de troubles bipolaires, au cours d'épisodes dépressifs : essai pilote contrôlé à répartition aléatoire et à groupes parallèles.",Shekarriz Shahrokh; Vigod Simone N; Bianco Teresa; Bala Asem; Hao Chenhui; Allard Johane P; Hota Susy; Poutanen Susan; Surette Michael G; Taylor Valerie H,Canadian journal of psychiatry. Revue canadienne de psychiatrie,2026,"Background: The gut microbiome has been proposed as a potential modifiable target to treat mental illness. This double-blind randomized control trial investigated fecal microbiota transplant (FMT) in bipolar disorder (BD) to assess efficacy, safety, and feasibility. The primary outcome evaluated the effectiveness of standard approved therapy for BD depression + FMT in individuals not responding to standard treatment, measured by change in the Montgomery-Åsberg Depression Rating Scale (MADRS) sco",UNCERTAIN,potential_map; FMT RCT for bipolar depression; Canadian (Toronto); BD is MH dx; FMT is biological but not standard pharmacotherapy,UNCERTAIN,possible_map; Canadian RCT (Toronto); BD diagnosed MH; FMT is biological intervention but may not qualify as pharmacological; published in Canadian J Psychiatry; double-blind RCT,INCLUDE,Resolved,QA-audited: confirmed MAP by independent QA audit (see qa_audit_corrections.md); Full-text screening: Confirmed: Pilot RCT FMT for bipolar depression; Canadian sites Toronto/Calgary; primary results 2026; QA confirmed
121,29892701,10.1016/j.abrep.2018.03.005,The association between nicotine dependence and physical health among people receiving injectable diacetylmorphine or hydromorphone for the treatment of chronic opioid use disorder.,"Palis H, Marchand K, Karamouzian M, MacDonald S, Harrison S, Guh D, Lock K, Brissette S, Anis AH, Krausz M, Marsh DC, Schechter MT, Oviedo-Joekes E.",,2018,"IntroductionPeople with chronic opioid use disorder often present to treatment with individual and structural vulnerabilities and remain at risk of reporting adverse health outcomes. This risk is greatly compounded by tobacco smoking, which is highly prevalent among people with chronic opioid use disorder. Despite the known burden of tobacco smoking on health, the relationship between nicotine dependence and health has not been studied among those receiving injectable opioid agonist treatment. A",UNCERTAIN,"possible_Canadian; Secondary analysis of SALOME trial (Vancouver) examining nicotine dependence and physical health; Canadian trial but secondary analysis of baseline/6-month data, not primary RCT outcome",UNCERTAIN,"Canadian-check; Canadian authors (Krausz, Marsh, Schechter - Vancouver); injectable OAT trial (SALOME/NAOMI); but secondary analysis examining nicotine dependence/physical health",EXCLUDE,Resolved,Full-text screening: Secondary analysis of SALOME trial examining nicotine dependence and physical health
122,35878838,10.1016/j.jad.2022.07.020,The effect of adjunctive infliximab treatment on future cardiovascular disease risk in patients with bipolar disorder.,Gill H.; Rodrigues N.B.; Mansur R.B.; Marks C.A.; DiVincenzo J.D.; Ceban F.; Rosenblat J.D.; Cao B.; Lieberman J.M.; Ho R.; McIntyre R.S.,Journal of Affective Disorders,2022,"Introduction: Bipolar disorder (BD) is characterized by a pro-inflammatory biotype, and is a major cause of cardiovascular disease (CVD), consequently causing elevated rates of morbidity and mortality among individuals with BD. Methods: The present study is based on a 12-week clinical trial assessing the antidepressant effects of adjunctive infliximab treatment in BD. Generalized estimating equation (GEE) models were used to evaluate CVD risk in people with BD following adjunctive infliximab tre",UNCERTAIN,"unclear_secondary; 12-week RCT of adjunctive infliximab in BD; Canadian (McIntyre, Toronto); pharma; but this paper focuses on CVD risk outcomes (secondary analysis of original trial)",UNCERTAIN,"potential_map; Secondary analysis from 12-week RCT of adjunctive infliximab in bipolar depression; McIntyre group (Toronto); pharmacological; MH disorder (bipolar); Canadian; but this paper specifically examines CVD risk outcomes not MH outcomes, and is a secondary analysis",EXCLUDE,Resolved,Full-text screening: Secondary analysis from infliximab RCT (Records #16/18) examining cardiovascular risk
123,40571059,10.1016/j.josat.2025.209743,"The effect of craving on retention and treatment switching under buprenorphine-naloxone and methadone models of care for non-heroin opioid use disorder: Exploratory analyses from a pragmatic, randomized controlled trial.","McAnulty C, Bastien G, Abboud A, Bahremand A, Ledjiar O, Socias ME, Le Foll B, Juteau LC, Jutras-Aswad D, OPTIMA Research Group within the Canadian Research Initiative in Substance Misuse.",Journal of substance use and addiction treatment,2025,"INTRODUCTION: Though opioid agonist therapies are the mainstay of treatment for opioid use disorder, treatment retention remains suboptimal. Improved prediction of who will remain in treatment could lead to improved treatment outcomes. Whether craving predicts reduced retention in treatment remains debated. We performed analyses to determine whether craving predicted treatment attrition or treatment switching in people with non-heroin opioid use disorder initiating opioid agonist therapy. METHOD",MAP,pharma_rct_canadian_mh; Secondary analysis of OPTIMA trial - pan-Canadian pragmatic RCT comparing buprenorphine/naloxone vs methadone for OUD; OUD is diagnosed MH disorder; pharmacological; Canadian; published 2025,UNCERTAIN,possible_MAP; Secondary analysis of OPTIMA trial (pan-Canadian RCT); pharma (buprenorphine-naloxone vs methadone) for OUD (diagnosed MH disorder); Canadian; 2025; BUT this is exploratory secondary analysis not primary RCT report,EXCLUDE,Resolved,Full-text screening: Secondary analysis of OPTIMA trial examining craving as predictor
124,row_3104,,The effects of extended-release stimulant medication on sleep in children with ADHD.,,,,,UNCERTAIN,uncertain; unanimous,MAP,"pharma_rct_mh_canadian; RCT crossover; ADHD children; methylphenidate ER; Canadian (Corkum, Dalhousie); 2020 results; acute impact on sleep",INCLUDE,Resolved,single reviewer only; Full-text screening: Crossover RCT methylphenidate ER vs placebo for ADHD examining sleep; Canadian (Corkum Dalhousie); primary results 2020
125,27515452,10.1007/s12402-016-0204-7,The role of sleep quality and quantity in moderating the effectiveness of medication in the treatment of children with ADHD.,Morash-Conway J.; Gendron M.; Corkum P.,Adhd Attention Deficit and Hyperactivity Disorders,2017,"The current study examined: (1) whether long-acting stimulant medication is effective in improving performance on measures of memory, attention, and academic productivity; and (2) whether sleep impacts the relationship between medication and performance. Participants were 21 newly diagnosed, medication-naïve children (mean age = 9.1 years) with ADHD, who participated in a 4-week blinded placebo-controlled randomized trial of long-acting MPH. Participants underwent assessments of sleep (i.e., pol",UNCERTAIN,adhd; RCT; ADHD (DSM-5); pharma (MPH); cannot confirm Canadian site from abstract; N=21,MAP,ADHD; RCT of long-acting MPH vs placebo in children with ADHD; Canadian study (Corkum Dalhousie); N=21 small but randomized placebo-controlled; pharma for MH; results 2017,EXCLUDE,Resolved,Full-text screening: Secondary moderator analysis examining sleep quality as moderator of methylphenidate effectiveness
126,,,Therapeutic response to methylphenidate in ADHD: Role of child and observer gender,Bhat V.; Sengupta S.M.; Grizenko N.; Joober R.,Journal of the Canadian Academy of Child and Adolescent Psychiatry,2020,"Objective: This study aims to examine the interaction between the gender of the child and the gender of the observers (teachers, parents) on the therapeutic response (TR) noted with methylphenidate (MPH) in children with ADHD. Method: Children with ADHD participated in a two week double-blind, randomized, cross-over clinical trial with MPH and placebo, and the difference between the week of treatment with MPH and placebo was calculated for each measure to obtain the treatment response (TR) with ",UNCERTAIN,needs_full_text; Double-blind randomized crossover trial of methylphenidate in children with ADHD examining gender effects. Canadian study (appears to be). Pharmacological (MPH). Mental disorder (ADHD). Published 2020. Need to verify if this reports primary trial results or is secondary analysis.,MAP,pharmacological_rct_mental_disorder_canada; Double-blind randomized crossover trial of methylphenidate vs placebo in children with ADHD; Canadian (likely Montreal given authors Bhatt/Joober/Grizenko); pharmacological for mental disorder; published 2020,EXCLUDE,Resolved,single reviewer only; Full-text screening: Secondary moderator analysis examining gender effects from parent methylphenidate RCT
127,38260793,10.3389/fpsyt.2023.1283733,"Use of ketamine for treatment resistant depression: updated review of literature and practical applications to a community ketamine program in Edmonton, Alberta, Canada.",Chrenek Carson; Duong Bryan; Khullar Atul; McRee Chris; Thomas Rejish; Swainson Jennifer,Frontiers in psychiatry,2023,"BACKGROUND: Though intravenous (IV) ketamine and intranasal (IN) esketamine are noted to be efficacious for treatment-resistant depression (TRD), access to each of these treatments within healthcare systems is limited due to cost, availability, and/or monitoring requirements. IV ketamine has been offered at two public hospital sites in Edmonton, Canada since 2015. Since then, demand for maintenance ketamine treatments has grown. This has required creative solutions for safe, accessible, evidence",MAP,depression; majority MAP; ketamine program review with clinical data from Edmonton Alberta,OUT_OF_SCOPE,review; Review + program description; not primary RCT,EXCLUDE,Resolved,Full-text screening: Review article + community program description; not primary RCT
128,34016137,10.1186/s12954-021-00500-9,Use of sustained release dextroamphetamine for the treatment of stimulant use disorder in the setting of injectable opioid agonist treatment in Canada: a case report.,"Palis H, MacDonald S, Jun J, Oviedo-Joekes E.",,2021,"BackgroundFor people with opioid use disorder who are not responding to oral opioid agonist treatment, evidence supports the effectiveness of injectable opioid agonist treatment with injectable hydromorphone (an opioid analgesic) and diacetylmorphine (pharmaceutical grade heroin). While this treatment is effective at reducing illicit opioid use, concurrent cocaine use is prevalent. Dextroamphetamine (a central nervous system stimulant) has been found to be a safe and effective treatment for coca",MAP,potential-Canadian-pharma; Dextroamphetamine for stimulant use disorder in injectable OAT setting; Canadian (SALOME trial Vancouver); case report not RCT,OUT_OF_SCOPE,observational; Canadian (Vancouver) case report of dextroamphetamine for stimulant use disorder; not RCT,EXCLUDE,Resolved,"QA-audited: downgraded from MAP to UNCERTAIN - case report (n=1), not RCT; Full-text screening: Case report (n=1); not an RCT; QA downgraded from MAP"
129,,10.1016/j.jadr.2021.100085,Virtual psychiatric care for perinatal depression (Virtual-PND): A pilot randomized controlled trial,Dalfen A.; Wasserman L.; Benipal P.K.; Lawson A.; Young B.; de Oliveira C.; Hensel J.; Dennis C.L.; Vigod S.N.,Journal of Affective Disorders Reports,2021,"Objectives: Barriers to in-person mental health care are common in pregnant and postpartum women with depression. We assessed the feasibility of a trial protocol for evaluating the use of secure, in-home synchronous virtual psychiatric care. Methods: In this pilot randomized controlled trial in Toronto, Canada, women aged ≥18 years, pregnant or 0-12 months postpartum, with Edinburgh Postnatal Depression Scale (EPDS) scores >12, were randomized 1:1 to in-person visits only, or to an intervention ",UNCERTAIN,"needs_full_text; Pilot RCT of virtual psychiatric care for perinatal depression in Toronto, Canada. Canadian site. RCT. Participants have depression (EPDS >12). However, the intervention is virtual vs in-person delivery of psychiatric care - not testing a specific pharmacological agent. The psychiatric care likely includes pharmacotherapy but the trial tests delivery mode, not drug. Need full text.",UNCERTAIN,uncertain_pharma; Pilot RCT of virtual vs in-person psychiatric care for perinatal depression; Toronto Canada; mental disorder (depression); but intervention is mode of care delivery (virtual visits) not a specific pharmacological intervention - though participants received psychiatric treatment including medication,EXCLUDE,Resolved,single reviewer only; Full-text screening: Non-pharmacological intervention (virtual vs in-person psychiatric care delivery mode)
